Structure_id,Urban,Year,Lanes_on,AverageDaily,Historic,Material,Spans,Length,Width,Trucks_percent,Condition
010920004518132,Rural,1971,2,8610,Possible,Concrete,3,38.1,12.8,2,18
010920004518133,Rural,1971,2,8610,Possible,Concrete,3,38.1,12.8,2,18
010920004518134,Rural,1971,2,8540,Possible,Concrete,2,24.4,12.8,2,20
010920004518135,Rural,1971,2,8540,Possible,Concrete,2,24.4,12.8,2,20
010920004518137,Urban,1971,2,8800,Possible,Concrete,3,40.2,12.8,2,18
010920004518138,Urban,1971,2,8800,Possible,Concrete,3,40.2,12.8,2,18
010920004518139,Urban,1971,2,8800,Possible,Concrete,3,52.4,12.8,2,19
010920004518140,Urban,1971,2,8800,Possible,Concrete,3,52.4,12.8,2,21
010920004518220,Rural,1970,2,7220,Possible,Concrete,2,64,12.2,2,21
010920004518221,Rural,1970,2,7220,Possible,Concrete,2,64,12.2,2,21
010920004518249,Rural,2010,2,5100,Not historic,Concrete,4,97.5,18,5,22
010920004519037,Urban,1975,2,4810,Possible,Concrete,2,76.2,14.6,7,21
010920004519144,Urban,1975,3,7660,Possible,Concrete,3,82.3,14.6,2,21
010920004519145,Urban,1975,3,7660,Possible,Concrete,3,82.3,14.6,2,18
010920004519148,Urban,1975,3,6570,Possible,Concrete,3,88.4,14.6,2,21
010920004519149,Urban,1975,3,6570,Possible,Concrete,3,88.4,14.6,2,21
010920004519152,Urban,1975,3,9770,Possible,Concrete,2,61,13.4,2,21
010920004519183,Rural,2002,2,3970,Not historic,Concrete,2,92.1,18,5,22
010920004519189,Rural,2004,2,5430,Not historic,Concrete,3,112.8,13.2,2,21
010920004519190,Rural,2004,2,5430,Not historic,Concrete,1,59.4,13.2,2,21
010920004519192,Rural,2004,2,5430,Not historic,Concrete,1,59.4,13.2,2,22
010920004519226,Urban,1975,2,6570,Possible,Concrete,2,73.2,12.8,2,21
010920004519251,Rural,2004,2,5430,Not historic,Concrete,3,112.8,11.2,2,21
010920004519252,Rural,2004,2,5430,Not historic,Concrete,1,59.4,11.2,2,22
010920004519253,Rural,2011,2,5430,Not historic,Concrete,1,59.4,11.2,2,22
010920004519254,Rural,2011,2,3270,Not historic,Concrete,2,76.2,13.1,10,22
010920004701052,Urban,1991,2,10880,Not historic,Concrete,3,118.9,11.3,20,21
010920004701353,Rural,1991,2,15270,Not historic,Concrete,1,91.4,11.3,22,19
010920004701354,Rural,1991,2,15270,Not historic,Concrete,1,91.4,11.3,22,19
010920004701383,Urban,1991,2,10880,Not historic,Concrete,3,118.9,11.3,27,19
010920004701398,Rural,1996,2,15270,Not historic,Concrete,10,378,11.3,22,21
010920004702079,Urban,1955,2,4580,Possible,Concrete,7,53.3,15.6,25,20
010920004702125,Urban,1961,2,19350,Possible,Steel,3,55.2,8.2,15,17
010920004702126,Urban,1961,2,19350,Possible,Steel,3,55.2,8.2,15,17
010920004702141,Urban,1962,7,6110,Possible,Steel,3,60,40.7,6,19
010920004702147,Urban,1962,2,3060,Possible,Steel,3,55.5,8.1,6,18
010920004702148,Urban,1962,2,3060,Possible,Steel,3,55.5,8.1,6,18
010920004702215,Urban,1961,2,19350,Possible,Steel,3,55.2,8.1,15,18
010920004702216,Urban,1961,2,19350,Possible,Steel,3,55.2,8.1,15,17
010920004702627,Urban,2013,2,5370,Not historic,Concrete,12,490.7,7.3,24,22
010920004703012,Rural,1930,2,850,Possible,Concrete,5,50.3,8.3,14,18
010920004703127,Urban,1961,2,19860,Possible,Steel,3,55.2,8.1,14,18
010920004703128,Urban,1961,2,19860,Possible,Steel,3,55.2,8.1,14,18
010920004703130,Urban,1961,2,60,Possible,Concrete,7,64.6,7.8,14,19
010920004703131,Urban,1961,2,19860,Possible,Concrete,7,64.6,8.1,14,18
010920004703132,Urban,1961,2,19860,Possible,Concrete,7,64.6,8.1,14,18
010920004703133,Urban,1961,2,19860,Possible,Steel,3,70.1,8.2,14,17
010920004703154,Rural,1963,2,820,Possible,Concrete,6,55.5,7.3,15,21
010920004703155,Rural,1963,2,18710,Possible,Concrete,6,55.5,10.9,14,18
010920004703156,Rural,1963,2,18710,Possible,Concrete,6,55.5,10.9,14,18
010920004703158,Urban,1963,2,18710,Possible,Concrete,5,70.1,10.9,14,22
010920004703425,Urban,2003,2,820,Not historic,Concrete,2,69.2,10.9,15,21
010920004703426,Urban,2005,4,6670,Not historic,Concrete,2,69.5,20.1,5,20
010920004712256,Urban,1984,2,4070,Not historic,Concrete,2,79.2,11.3,10,21
010920004713176,Rural,1965,4,35680,Possible,Steel,1,45.7,32.8,15,18
010920004713180,Urban,1965,4,35680,Possible,Steel,1,45.7,32.9,15,19
010920004713187,Rural,1968,2,100,Possible,Concrete,4,85.3,7.6,0,21
010920004718228,Urban,1981,5,13000,Not historic,Concrete,2,125,19.5,0,22
010920004718230,Urban,1981,3,22560,Not historic,Concrete,4,64.6,18.3,14,21
010920004718231,Urban,1981,3,22560,Not historic,Concrete,4,64.6,18.3,14,21
010920004718232,Urban,1981,2,11430,Not historic,Concrete,6,143.3,8.5,13,20
010920004718235,Urban,1981,3,9000,Not historic,Concrete,2,95.1,19.6,0,21
010920004718236,Urban,1981,2,21940,Not historic,Concrete,6,165.2,11.7,14,19
010920004718237,Urban,1981,2,21940,Not historic,Concrete,6,165.2,11.7,14,20
010920004718238,Urban,1981,2,1460,Not historic,Concrete,2,70.7,8.5,13,20
010920004718239,Urban,1981,2,1640,Not historic,Concrete,2,70.7,8.5,14,19
010920004718248,Urban,1984,2,630,Not historic,Concrete,2,42.7,10.7,14,21
010920004718250,Urban,1984,2,5150,Not historic,Concrete,2,97.5,11.3,10,22
010920004718262,Urban,1987,2,19400,Not historic,Concrete,1,118.9,11.3,14,20
010920004718263,Urban,1987,2,19400,Not historic,Concrete,1,118.9,11.3,14,20
010920004718264,Urban,1987,2,17730,Not historic,Concrete,1,91.4,11.3,14,21
010920004718266,Urban,1987,5,7580,Not historic,Concrete,2,83.8,19.5,15,20
010920004718272,Rural,1988,2,4490,Not historic,Concrete,2,115.8,13.2,15,20
010920004718273,Urban,1988,2,16520,Not historic,Concrete,11,347.5,11.3,15,20
010920004718274,Urban,1988,2,16520,Not historic,Concrete,11,347.5,11.3,15,21
010920004718290,Urban,1991,2,2000,Not historic,Concrete,2,100.6,7.7,0,19
010920004718291,Rural,1991,2,3650,Not historic,Concrete,2,91.4,13.3,15,21
010920004718322,Rural,1982,3,8500,Not historic,Concrete,2,140.2,13.2,0,21
010920004718323,Rural,2014,3,8500,Not historic,Concrete,2,140.2,13.4,0,22
010920004718324,Rural,1982,2,7500,Not historic,Concrete,4,94.5,7.7,0,21
010920004718326,Urban,1982,2,21940,Not historic,Concrete,3,109.7,11.3,14,21
010920004719245,Urban,1984,2,1030,Not historic,Concrete,2,45.7,11.3,10,21
010920004719253,Urban,1984,2,5150,Not historic,Concrete,1,137.2,11.5,10,20
010920008107161,Rural,1986,2,7820,Not historic,Concrete,8,182.9,13.4,16,21
010920008107162,Rural,1986,2,5700,Not historic,Concrete,4,103.6,13.4,16,21
010920008107163,Rural,1986,2,5700,Not historic,Concrete,3,64,13.4,16,22
010920008110066,Rural,1962,2,7740,Possible,Concrete,4,31.1,12.8,16,20
010920008110067,Rural,1962,2,7740,Possible,Concrete,3,23.5,12.8,16,19
010920008110088,Rural,1966,2,6910,Possible,Steel,1,106.7,10.7,16,19
010920008110202,Rural,2001,2,3480,Not historic,Concrete,3,36,13,16,22
010920008110203,Rural,2001,2,5290,Not historic,Concrete,3,42.1,13,16,22
010920008110204,Rural,2001,2,3480,Not historic,Concrete,1,36,13,16,21
010920009101070,Rural,2003,2,3580,Not historic,Concrete,3,107.9,13,12,20
010920009101344,Rural,2010,2,4000,Not historic,Concrete,1,24.4,13.8,9,19
010920009101345,Rural,2010,2,4000,Not historic,Concrete,1,75,13.8,9,21
010920020209016,Rural,1949,2,840,Possible,Concrete,2,15.2,9.1,14,22
010920020209017,Rural,1949,2,840,Possible,Concrete,6,45.7,9.1,14,19
010920020209018,Rural,1949,2,840,Possible,Concrete,12,91.4,9.1,14,22
010920020209040,Rural,1991,2,840,Not historic,Concrete,3,36.6,10.4,14,23
010920020209041,Rural,1991,2,840,Not historic,Concrete,3,36.6,10.4,14,23
010920020213024,Rural,1952,2,4730,Possible,Concrete,4,33.5,13.4,12,20
010920031603013,Rural,2000,2,1290,Not historic,Concrete,1,115.8,13.3,10,21
010920041001017,Urban,1958,2,6120,Possible,Concrete,6,61.3,8.4,11,20
010920041001020,Rural,1999,2,3970,Not historic,Concrete,3,68.6,13.2,12,21
010920041001021,Rural,2004,2,3260,Not historic,Concrete,3,61,13.2,11,21
010920041001182,Rural,2002,2,5230,Not historic,Concrete,2,115.2,18,12,21
010920041002008,Rural,1931,2,700,Possible,Concrete,1,11.3,5.5,0,20
010920051001007,Rural,1955,2,1830,Possible,Concrete,3,22.9,7,15,22
010920051001022,Rural,2000,2,450,Not historic,Concrete,1,47.2,11.5,14,23
010920051003019,Rural,1988,2,1210,Not historic,Concrete,1,22.9,8.5,10,22
010920070501292,Urban,2013,2,3650,Not historic,Concrete,1,65.5,14.6,15,23
010920072801006,Urban,1983,2,3490,Not historic,Concrete,1,46.3,12.1,15,22
010920072801008,Urban,2001,2,3490,Not historic,Concrete,1,61,11.5,15,22
010920072901020,Rural,1954,2,1300,Possible,Concrete,4,30.5,7.1,14,21
010920072901021,Rural,1983,2,1750,Not historic,Concrete,2,24.4,11.9,7,22
010920072901022,Rural,1983,2,1750,Not historic,Concrete,4,48.8,11.9,7,20
010920072901023,Rural,1983,2,1750,Not historic,Concrete,3,36.6,11.9,7,20
010920072901024,Rural,1983,2,6460,Not historic,Concrete,3,36.6,11.9,15,20
010920072901025,Rural,1983,2,6460,Not historic,Concrete,3,36.6,12,15,20
010920072901184,Rural,2012,2,870,Not historic,Concrete,1,25.9,13.4,14,23
010920072902182,Rural,2008,2,2890,Not historic,Concrete,2,27.4,13.2,10,23
010920072902183,Rural,2008,2,2890,Not historic,Concrete,3,45.7,13.2,10,22
010920072902185,Rural,2017,2,1100,Not historic,Concrete,1,42.7,13.3,10,24
010920072903011,Rural,2008,2,570,Not historic,Concrete,4,24.4,6.4,14,21
010920137901002,Rural,1956,2,1750,Possible,Concrete,5,46,7.8,14,19
010920137901006,Rural,1963,2,250,Possible,Concrete,3,37.5,7.3,16,20
010920137901007,Rural,1985,2,1050,Not historic,Concrete,1,22.9,10.5,0,21
010920137901008,Rural,2002,2,970,Not historic,Concrete,1,48.8,13.4,8,22
010920219201006,Rural,1999,2,6670,Not historic,Concrete,3,54,13.1,11,21
010920219201007,Rural,1999,2,6670,Not historic,Concrete,4,64,13.1,11,20
010920219201009,Rural,2003,2,5030,Not historic,Concrete,3,32.9,13.1,11,21
010920245302001,Urban,1970,2,7530,Possible,Concrete,4,45.1,14.6,10,21
010920245401002,Urban,2001,2,1550,Not historic,Concrete,1,47.2,13.3,14,22
010920245501002,Urban,1963,2,10250,Possible,Steel,6,103.9,9.1,15,18
010920245501004,Urban,1963,2,7390,Possible,Concrete,3,36.6,9.1,7,21
010920264002001,Rural,1989,2,3190,Not historic,Concrete,2,42.7,13.4,8,21
010920279802001,Rural,1965,2,570,Possible,Concrete,3,27.7,7.3,10,21
010920323601001,Rural,1971,2,620,Possible,Concrete,4,36.9,7.8,15,21
010920AA0102001,Rural,2003,2,110,Not historic,Concrete,1,29,7.3,0,22
010920AA0105001,Rural,1990,2,100,Not historic,Steel,1,12.2,5.9,0,20
010920AA0107001,Rural,1988,2,190,Not historic,Steel,2,12.2,5.9,0,20
010920AA0109001,Rural,1993,2,390,Not historic,Steel,3,24.4,7.5,0,19
010920AA0109002,Rural,1950,2,450,Register,Steel,1,31.1,5.9,0,18
010920AA0112001,Rural,1988,2,180,Not historic,Steel,1,12.2,5.9,0,20
010920AA0112002,Rural,1997,2,170,Not historic,Concrete,3,30.8,7.2,0,22
010920AA0114001,Rural,1996,2,160,Not historic,Steel,1,7.6,7.3,0,20
010920AA0115001,Rural,1986,2,100,Not historic,Steel,1,7,5.9,0,20
010920AA0120001,Rural,1986,2,560,Not historic,Steel,1,24.1,7.1,10,20
010920AA0123001,Rural,1981,2,110,Not historic,Steel,1,18.6,5.9,0,20
010920AA0133001,Rural,1993,2,60,Not historic,Steel,1,21.3,6.2,0,19
010920AA0134001,Rural,1988,1,20,Not historic,Steel,2,20.4,5.3,0,18
010920AA0136001,Rural,1990,2,120,Not historic,Steel,3,18.3,7.1,0,19
010920AA0137001,Rural,1988,2,280,Not historic,Steel,1,23.5,7.1,0,19
010920AA0138001,Rural,1993,2,260,Not historic,Concrete,3,27.7,7.3,0,21
010920AA0139001,Rural,1997,2,220,Not historic,Concrete,3,27.7,7.2,0,21
010920AA0146001,Rural,1982,2,130,Not historic,Steel,2,29.3,5.9,0,18
010920AA0146003,Rural,1986,2,170,Not historic,Steel,1,9.1,7.2,0,20
010920AA0146004,Rural,1999,2,170,Not historic,Steel,1,7.9,7.3,0,18
010920AA0149001,Rural,1993,2,70,Not historic,Steel,3,36.6,6.8,0,18
010920AA0150001,Rural,2006,2,50,Not historic,Concrete,2,42.7,7.3,0,22
010920AA0151001,Rural,1999,2,80,Not historic,Steel,1,20.7,7.3,0,19
010920AA0151002,Rural,1980,2,80,Not historic,Steel,1,11.9,5.8,0,19
010920AA0152001,Rural,1979,2,110,Not historic,Steel,1,8.5,7.3,0,18
010920AA0153001,Rural,1990,2,90,Not historic,Steel,1,9.1,7.1,0,18
010920AA0154002,Rural,1980,2,30,Not historic,Steel,1,7.9,7.3,0,18
010920AA0156001,Rural,1999,2,40,Not historic,Concrete,1,18,7.2,0,23
010920AA0156002,Rural,1982,2,180,Not historic,Concrete,3,27.7,7.3,0,21
010920AA0156003,Rural,1997,2,180,Not historic,Concrete,3,27.7,7.3,0,21
010920AA0157001,Rural,1982,2,1030,Not historic,Steel,1,7.9,7.1,0,19
010920AA0161002,Rural,2000,2,100,Not historic,Steel,1,12.2,7.3,0,19
010920AA0167001,Rural,1999,2,30,Not historic,Steel,1,7,7.2,0,19
010920AA0173001,Rural,1968,1,10,Possible,Steel,1,9.4,5.9,0,19
010920AA0173002,Rural,1999,2,65,Not historic,Steel,1,6.1,6,0,19
010920AA0180001,Rural,2001,2,30,Not historic,Steel,1,9.1,6.6,0,19
010920AA0180002,Rural,1997,2,140,Not historic,Steel,2,15.2,5.9,0,17
010920AA0183001,Rural,1995,2,20,Not historic,Steel,1,9.1,6,0,18
010920AA0183002,Rural,2000,2,10,Not historic,Steel,1,12.2,6.6,0,19
010920AA0186001,Rural,1963,1,40,Possible,Steel,1,7,4.8,0,19
010920AA0189003,Rural,1990,2,60,Not historic,Steel,2,12.2,6,0,18
010920AA0189004,Rural,1982,2,140,Not historic,Steel,1,9.1,6.6,0,19
010920AA0190001,Rural,2006,2,20,Not historic,Concrete,1,16.8,7.3,0,23
010920AA0194001,Rural,2007,2,100,Not historic,Concrete,1,24.4,7.3,0,22
010920AA0194003,Rural,2001,2,30,Not historic,Concrete,1,24.7,7.2,0,21
010920AA0195001,Rural,1982,2,220,Not historic,Steel,2,12.5,6,0,18
010920AA0201001,Rural,1986,2,290,Not historic,Steel,1,20.4,6.5,0,20
010920AA0201002,Rural,1990,2,290,Not historic,Steel,1,9.1,6,0,20
010920AA0201003,Rural,1998,2,300,Not historic,Steel,1,11.9,7.1,0,19
010920AA0202003,Rural,2017,2,80,Not historic,Concrete,1,22.9,7.4,0,24
010920AA0203001,Rural,1982,2,550,Not historic,Concrete,2,30.5,8.6,0,21
010920AA0203002,Rural,2011,2,960,Not historic,Concrete,1,39.6,7.3,0,23
010920AA0206001,Rural,2002,2,50,Not historic,Concrete,1,24.4,7.3,0,24
010920AA0210001,Rural,1988,2,10,Not historic,Steel,1,23.8,6.6,0,18
010920AA0210004,Rural,1997,2,30,Not historic,Concrete,3,27.4,7,0,21
010920AA0217001,Rural,2001,2,60,Not historic,Steel,1,6.1,7.3,0,19
010920AA0220001,Rural,1986,2,110,Not historic,Steel,1,23.8,7.1,0,18
010920AA0220002,Rural,1996,2,110,Not historic,Steel,1,25.3,7,0,19
010920AA0222001,Rural,2002,2,20,Not historic,Concrete,1,15.2,7.3,0,23
010920AA0225002,Rural,1980,2,10,Not historic,Steel,1,6.7,6.1,0,19
010920AA0228001,Rural,1984,2,200,Not historic,Concrete,2,18.9,8.6,0,21
010920AA0229001,Rural,1980,2,10,Not historic,Concrete,1,12.8,6.1,0,20
010920AA0230001,Rural,2001,2,10,Not historic,Steel,2,11.6,7.3,0,19
010920AA0240001,Rural,1986,1,10,Not historic,Steel,2,7.9,5.3,0,18
010920AA0240002,Rural,1982,2,40,Not historic,Steel,1,6.7,5.7,0,18
010920AA0240003,Rural,1982,2,20,Not historic,Steel,1,9.1,5.5,0,20
010920AA0240004,Rural,1982,1,20,Not historic,Steel,1,9.1,5.2,0,19
010920AA0245001,Rural,1981,2,40,Not historic,Steel,1,7.9,6.1,0,19
010920AA0245002,Rural,1989,2,120,Not historic,Steel,2,12.5,6.1,0,20
010920AA0249001,Rural,1982,2,110,Not historic,Steel,1,9.1,5.9,0,20
010920AA0251001,Rural,2012,2,20,Not historic,Concrete,1,24.4,7.3,0,22
010920AA0252001,Rural,1999,2,60,Not historic,Steel,2,18.3,6.5,0,19
010920AA0253001,Rural,2008,2,20,Not historic,Concrete,1,16.8,7.3,0,23
010920AA0259001,Rural,1982,1,30,Not historic,Steel,1,9.4,5.2,0,18
010920AA0260001,Rural,2001,2,80,Possible,Steel,1,10.7,6.7,0,20
010920AA0262001,Rural,1995,2,70,Not historic,Steel,1,9.1,5.9,0,17
010920AA0264001,Rural,1989,2,20,Not historic,Steel,2,12.2,6.1,0,18
010920AA0269001,Rural,1999,2,30,Not historic,Steel,1,12.2,5.9,0,19
010920AA0273001,Rural,1999,2,20,Not historic,Concrete,1,12.8,7.2,0,21
010920AA0274001,Rural,1999,2,30,Not historic,Steel,1,9.1,6,0,19
010920AA0274002,Rural,2012,2,30,Not historic,Concrete,1,15.2,7.3,0,23
010920AA0276001,Rural,1989,2,350,Not historic,Steel,5,24.1,6.5,0,20
010920AA0280001,Rural,1996,2,330,Not historic,Concrete,3,28.7,7.2,0,21
010920AA0297001,Rural,2003,2,40,Not historic,Concrete,1,25.9,7.3,0,23
010920AA0309001,Rural,1986,2,30,Not historic,Steel,1,7.3,5.9,0,20
010920AA0309002,Rural,2001,2,60,Not historic,Steel,1,12.2,5.9,0,19
010920AA0311002,Rural,1980,2,40,Not historic,Steel,1,12.2,6,0,19
010920AA0314001,Rural,1987,2,110,Not historic,Steel,1,7.3,5.9,0,19
010920AA0314002,Rural,1989,2,120,Not historic,Steel,2,12.2,5.9,0,19
010920AA0314005,Rural,1993,2,110,Not historic,Steel,1,12.2,5.9,0,20
010920AA0317001,Rural,2001,2,50,Not historic,Concrete,1,13.4,7.3,0,21
010920AA0319001,Rural,1982,2,60,Not historic,Steel,1,12.2,5.9,0,19
010920AA0319003,Rural,2003,2,40,Not historic,Concrete,1,12.2,7.3,0,21
010920AA0319004,Rural,2003,2,100,Not historic,Concrete,1,12.2,7.3,0,21
010920AA0321001,Rural,1989,2,140,Not historic,Steel,2,12.2,5.9,0,20
010920AA0323002,Rural,2002,2,20,Not historic,Steel,1,12.2,5.9,0,19
010920AA0326001,Rural,1997,1,50,Not historic,Steel,2,39.3,4.7,0,18
010920AA0329001,Rural,1998,2,30,Not historic,Steel,3,30.5,5.9,0,20
010920AA0329002,Rural,2006,2,40,Not historic,Concrete,1,10.7,7.2,0,21
010920AA0332001,Rural,2013,2,30,Not historic,Concrete,1,18.3,7.3,0,23
010920AA0338001,Rural,1970,1,40,Possible,Steel,1,9.1,5.3,0,19
010920AA0338002,Rural,2007,2,30,Not historic,Concrete,1,32,7.3,0,22
010920AA0339001,Rural,1999,2,40,Not historic,Steel,1,14.9,6.7,0,19
010920AA0339002,Rural,1980,1,30,Not historic,Steel,2,14.3,4.7,0,18
010920AA0339003,Rural,2008,2,40,Not historic,Concrete,1,39.6,7.3,0,22
010920AA0355001,Rural,1985,2,40,Not historic,Concrete,6,73.2,8.1,0,21
010920AA0356001,Rural,1982,1,50,Not historic,Steel,1,9.4,5.3,0,19
010920AA0356002,Rural,1995,2,50,Not historic,Steel,1,18.3,6,0,19
010920AA0360001,Rural,1988,2,10,Not historic,Steel,2,12.2,6.1,0,20
010920AA0365001,Rural,1995,2,50,Not historic,Steel,1,7.6,5.9,0,19
010920AA0380001,Rural,1996,2,10,Not historic,Steel,1,16.8,7,0,19
010920AA0383001,Rural,1990,2,100,Not historic,Steel,2,19.8,6.1,0,18
010920AA0390001,Rural,2002,2,40,Not historic,Steel,1,10.7,6.6,0,19
010920AA0390002,Rural,1999,2,90,Not historic,Steel,1,9.1,6.6,0,19
010920AA0398001,Rural,1968,2,320,Possible,Steel,1,11.6,6,0,17
010920AA0398002,Rural,1999,2,370,Not historic,Steel,1,9.1,5.9,0,20
010920AA0399001,Rural,1999,2,40,Not historic,Steel,1,9.1,5.9,0,20
010920AA0399002,Rural,1982,2,110,Not historic,Steel,1,7,6,0,18
010920AA0403001,Rural,1987,2,240,Not historic,Steel,2,12.5,6.6,0,20
010920AA0405001,Rural,1997,2,130,Not historic,Steel,1,9.1,5.9,0,20
010920AA0405002,Rural,1993,2,60,Not historic,Steel,1,9.4,6,0,18
010920AA0406001,Rural,1990,2,250,Not historic,Steel,2,15.5,6,0,20
010920AA0408001,Rural,2001,2,100,Not historic,Steel,1,16.8,6.6,0,20
010920AA0408002,Rural,1982,1,360,Not historic,Steel,1,9.1,4.8,0,17
010920AA0414001,Rural,1968,1,230,Possible,Steel,2,15.5,4.8,0,17
010920AA0414002,Rural,1983,2,110,Not historic,Steel,1,18.3,5.9,0,18
010920AA0422001,Rural,1995,2,230,Not historic,Concrete,3,37.5,7.2,0,21
010920AA0428001,Rural,2000,2,130,Not historic,Concrete,1,30.8,7.3,0,22
010920AA0429001,Rural,1982,2,150,Not historic,Steel,1,6.7,6.2,0,19
010920AA0429002,Rural,1982,2,150,Not historic,Steel,1,7,5.5,0,20
010920AA0430001,Rural,1989,1,50,Not historic,Steel,2,18.3,4.9,0,18
010920AA0433001,Rural,1995,2,20,Not historic,Steel,1,18.3,5.9,0,19
010920AA0436001,Rural,1984,2,370,Not historic,Concrete,4,36.9,8.7,0,21
010920AA0436002,Rural,1975,2,370,Possible,Steel,1,12.5,7.1,0,18
010920AA0442002,Rural,1999,2,50,Not historic,Concrete,1,12.2,7,0,21
010920AA0442003,Rural,1995,2,70,Not historic,Steel,1,12.2,7.1,0,20
010920AA0443001,Rural,1982,2,40,Not historic,Steel,1,9.1,5.9,0,18
010920AA0446001,Rural,1989,2,150,Not historic,Steel,1,24.4,7.3,0,19
010920AA0447002,Rural,1988,2,70,Not historic,Steel,1,11.6,7.1,0,19
010920AA0447003,Rural,1983,1,90,Not historic,Steel,1,12.2,5.2,0,18
010920AA0451001,Rural,1990,2,280,Not historic,Steel,1,24.4,7.3,0,19
010920AA0455001,Rural,1989,2,690,Not historic,Steel,1,6.7,5.8,0,20
010920AA0455002,Rural,1999,2,100,Not historic,Steel,1,15.2,7.3,0,20
010920AA0462001,Rural,2002,2,550,Not historic,Steel,1,14.9,7.3,0,20
010920AA0462002,Rural,1993,2,80,Not historic,Steel,1,15.2,7.1,0,19
010920AA0462003,Rural,2004,2,2040,Not historic,Steel,1,15.2,8.5,0,20
010920AA0466001,Rural,1994,2,70,Not historic,Steel,1,30.5,5.8,0,20
010920AA0473001,Rural,1991,2,220,Not historic,Concrete,2,67.1,8.6,0,21
010920AA0473002,Rural,1991,2,220,Not historic,Steel,3,36.6,8.2,0,19
010920AA0475001,Rural,1997,2,60,Not historic,Steel,1,7,5.9,0,20
010920AA0479001,Rural,1999,2,180,Not historic,Concrete,1,15.9,7.1,0,21
010920AA0501001,Rural,2001,2,20,Not historic,Concrete,1,22.9,7.2,0,21
010920AA0501002,Rural,2001,2,20,Not historic,Concrete,1,22.9,7.2,0,21
010920AA0504001,Rural,1975,1,60,Possible,Timber,2,7,3.7,0,0
010920AA0504002,Rural,1997,2,60,Not historic,Concrete,1,21.3,7.2,0,22
010920AA0511001,Rural,2001,2,40,Not historic,Steel,1,12.2,7.2,0,19
010920AA0513001,Rural,1991,2,110,Not historic,Steel,1,14.9,6.3,0,18
010920AA0529001,Rural,1993,2,100,Not historic,Concrete,3,27.7,8.5,0,22
010920AA0538002,Rural,1975,2,270,Possible,Concrete,3,27.7,6.7,0,21
010920AA0538003,Rural,1992,2,240,Not historic,Steel,2,16.8,6.9,0,20
010920AA0554001,Rural,1999,2,1070,Not historic,Steel,1,14.6,8,0,20
010920AA0555001,Rural,1995,2,410,Not historic,Concrete,1,42.7,8.5,0,23
010920AA0581001,Rural,1982,1,110,Not historic,Steel,1,12.2,5.5,0,20
010920AA0582001,Rural,1990,2,400,Not historic,Steel,2,12.2,7.1,0,18
010920AA0586001,Rural,1986,1,40,Not historic,Steel,1,24.4,5.3,0,18
010920AA0587001,Rural,1990,2,430,Not historic,Concrete,3,38.1,8.6,0,20
010920AA0589001,Rural,1995,2,110,Not historic,Steel,2,18.3,5.9,0,19
010920AA0592003,Rural,1985,2,500,Not historic,Concrete,2,33.5,10.5,0,22
010920AA0597001,Rural,1993,2,240,Not historic,Concrete,1,25,8.4,0,22
010920AA0598001,Rural,1993,2,180,Not historic,Concrete,3,29.3,8.5,0,21
010920AA0626001,Rural,1995,2,250,Not historic,Concrete,1,48.8,8.6,0,22
010920AA0629001,Rural,1995,2,250,Not historic,Steel,2,18.3,5.9,0,20
010920AA0643001,Rural,2003,2,80,Not historic,Concrete,1,8.8,7.5,0,20
010920AA0645001,Rural,1998,2,470,Not historic,Steel,1,12.2,5.9,0,20
010920AA0818001,Rural,1989,2,190,Not historic,Steel,1,24.7,6.7,0,20
010920AA0821001,Rural,1983,2,460,Not historic,Steel,2,8.8,6,0,19
