Structure_id,Urban,Year,Lanes_on,AverageDaily,Historic,Material,Spans,Length,Width,Trucks_percent,Condition
021840AA1848001,Rural,2003,2,50,Not historic,Steel,1,14.6,8.6,0,21
021840AA1905001,Rural,2008,2,50,Not historic,Steel,1,15.2,7.3,0,20
021840AA2045001,Urban,2008,2,700,Not historic,Concrete,4,73.2,8.5,0,23
021840AA2109001,Rural,2003,2,50,Not historic,Steel,1,12.2,9.1,0,20
021840AA9283001,Rural,2012,2,50,Not historic,Concrete,1,42.7,10.4,0,24
021840AA9283002,Rural,2012,2,50,Not historic,Concrete,2,100.6,10.4,0,24
021840B00080001,Urban,1986,2,1100,Not historic,Concrete,1,23.2,12.3,0,22
021840B00255001,Urban,1939,2,7370,Possible,Concrete,2,24.7,8.5,0,19
021840B00295001,Urban,1955,2,1145,Possible,Concrete,2,24.4,8.2,0,20
021840B00295002,Urban,2009,3,1145,Not historic,Concrete,1,40.2,13.6,0,23
021840B00295003,Urban,2009,1,1145,Not historic,Concrete,2,24.4,6.7,0,21
021840B00422001,Rural,1993,2,1090,Not historic,Concrete,1,36.6,10.4,0,23
021840B00638001,Urban,2012,2,50,Not historic,Concrete,1,24.4,10.4,0,22
021840C01405001,Urban,1964,2,2480,Possible,Steel,5,32,12.3,0,20
021840C01410001,Urban,1932,2,50,Possible,Timber,3,14.9,7.3,0,5
021840C01410002,Urban,1942,2,50,Possible,Timber,4,19.8,7.4,0,12
021840H04045001,Rural,2000,2,1890,Not historic,Concrete,3,27.4,8.5,1,22
021840J00020002,Rural,2012,2,1220,Not historic,Concrete,1,18.3,8.2,0,23
021840J00020003,Rural,2012,2,1220,Not historic,Steel,1,29,7.6,0,21
021840J00105001,Rural,1980,2,620,Not historic,Steel,1,24.4,6.5,0,19
021840V00005001,Rural,1997,2,550,Not historic,Steel,2,21,7.4,0,20
021840Y00070001,Rural,1941,1,500,Possible,Steel,2,15.5,4.3,0,16
021840Y00350001,Rural,1940,1,150,Possible,Other,1,7,3.7,0,17
022130025902010,Rural,1925,2,5650,Possible,Concrete,3,20.1,11.6,21,20
022130025902052,Rural,1953,2,5650,Possible,Concrete,3,22.9,11.6,21,19
022130025903023,Rural,2008,5,9000,Not historic,Concrete,3,70.1,25,18,23
022130025903047,Rural,1948,5,11770,Possible,Concrete,6,45.7,21.9,13,18
022130025903084,Rural,2003,5,6940,Not historic,Concrete,1,32,24.6,13,22
022130025903085,Rural,2008,2,3470,Not historic,Concrete,13,495.3,11.6,13,22
022130025911086,Rural,2001,2,510,Not historic,Concrete,6,207.9,9.1,13,23
022130038505001,Rural,2008,2,5780,Not historic,Concrete,3,73.2,13.4,17,23
022130038601001,Rural,1923,2,4030,Possible,Concrete,2,75,8.6,17,18
022130077801001,Rural,1958,2,2410,Register,Concrete,1,39.9,7.3,8,19
022130077901005,Rural,1961,2,140,Possible,Concrete,1,16.8,7.2,18,20
022130078101001,Rural,1961,2,920,Possible,Steel,3,81.7,7.3,7,20
022130078101002,Rural,1968,2,220,Possible,Concrete,3,28.3,7.9,15,21
022130078101003,Rural,1980,2,180,Not historic,Concrete,3,29,8.1,17,20
022130185201001,Rural,1955,2,320,Possible,Concrete,3,22.9,7.1,18,19
022130208801001,Rural,1993,2,1650,Not historic,Concrete,1,10.1,7.9,9,21
022130AA0129001,Rural,2008,2,620,Not historic,Concrete,1,48.8,8.5,0,21
022130B00165001,Rural,1944,2,630,Possible,Concrete,3,16.5,9,0,20
022200000804408,Urban,1996,2,2170,Not historic,Concrete,3,57.9,11.6,4,23
022200000805047,Urban,1928,3,6500,Possible,Concrete,1,38.4,15.2,5,20
022200000805048,Urban,1938,3,6500,Possible,Concrete,1,37.8,11.6,5,21
022200000805049,Urban,1928,3,6500,Possible,Concrete,1,16.5,12.3,5,21
022200000805050,Urban,1932,3,6500,Possible,Steel,1,12.5,11.6,5,20
022200000805112,Urban,1962,2,6500,Possible,Concrete,2,27.7,13.1,5,18
022200000805434,Urban,1962,2,6500,Possible,Concrete,2,27.7,10.1,5,18
022200000806045,Urban,1947,4,10600,Possible,Concrete,8,61,15.9,5,17
022200000806046,Urban,1947,4,17280,Possible,Concrete,6,45.7,15.9,5,21
022200000806052,Urban,1947,4,17280,Possible,Concrete,6,45.7,15.9,5,17
022200000806053,Urban,1947,4,17280,Possible,Concrete,7,54.9,15.9,5,18
022200000806054,Urban,1947,4,17280,Possible,Concrete,4,30.5,15.9,5,19
022200000806230,Urban,1973,2,22000,Possible,Concrete,36,292.6,9.8,3,20
022200000806437,Urban,1993,7,28110,Not historic,Concrete,1,134.4,29.1,0,20
022200000806483,Urban,2011,4,17280,Not historic,Concrete,3,64,20.4,5,23
022200000807292,Urban,1977,4,23480,Not historic,Concrete,3,129.5,14.6,0,20
022200000807444,Urban,2010,3,8770,Not historic,Concrete,4,146.3,12.1,5,22
022200000807445,Urban,2010,3,14200,Not historic,Concrete,4,146.3,12.1,4,21
022200000812060,Urban,1958,6,33150,Possible,Steel,7,126.5,30.5,5,21
022200000812061,Urban,1958,5,33150,Possible,Steel,12,212.1,26.7,5,21
022200000812252,Urban,1981,2,66500,Not historic,Concrete,4,82.3,11.6,4,20
022200000812333,Urban,1986,4,14290,Not historic,Concrete,2,60.7,17.1,0,19
022200000812335,Urban,1986,1,2140,Not historic,Concrete,3,73.2,10.1,3,21
022200000812356,Urban,1989,6,31410,Not historic,Steel,2,46.3,25.6,0,20
022200000812357,Urban,1991,5,67400,Not historic,Concrete,2,114.6,24.7,1,21
022200000812358,Urban,1991,4,67400,Not historic,Concrete,6,188.1,21,1,21
022200000812362,Urban,1959,2,16570,Possible,Concrete,3,43.6,7.9,5,16
022200000812368,Urban,1991,5,67400,Not historic,Concrete,2,114.6,24.7,1,23
022200000812386,Urban,1995,4,7480,Not historic,Concrete,2,55.2,18.3,2,20
022200000812391,Urban,1995,2,570,Not historic,Concrete,1,16.8,9.1,0,22
022200000812392,Urban,1995,2,510,Not historic,Concrete,1,21,9.1,0,22
022200000812393,Urban,1995,5,20550,Not historic,Concrete,2,51.2,23.8,3,21
022200000812394,Urban,1995,5,67400,Not historic,Concrete,2,83.8,24.4,1,22
022200000812395,Urban,1995,5,66500,Not historic,Concrete,2,83.8,24.4,4,21
022200000812396,Urban,1991,5,67400,Not historic,Concrete,6,188.1,24.7,1,20
022200000812432,Urban,1990,1,610,Not historic,Concrete,7,214.6,7.3,1,21
022200000812463,Urban,2013,4,41160,Not historic,Concrete,10,366.1,27.4,8,22
022200000812464,Urban,2013,3,52510,Not historic,Concrete,8,262.1,18.8,1,22
022200000812465,Urban,2014,4,42490,Not historic,Concrete,8,262.1,18.7,1,21
022200000813092,Urban,1960,6,81210,Possible,Steel,3,102.1,28,1,20
022200000813093,Urban,1960,5,81210,Possible,Steel,3,102.1,24.4,1,20
022200000813097,Urban,1963,4,17110,Possible,Steel,2,69.8,14.9,0,18
022200000813099,Urban,1963,2,3420,Possible,Steel,4,75.9,14.6,0,18
022200000813100,Urban,1963,3,8110,Possible,Steel,4,83.8,11.6,5,18
022200000813101,Urban,1963,3,8110,Possible,Steel,4,83.8,15.2,5,18
022200000813103,Urban,1963,3,47500,Possible,Steel,3,65.8,14.6,5,18
022200000813104,Urban,1963,3,47500,Possible,Steel,3,65.8,14.6,5,18
022200000813105,Urban,1963,2,47500,Possible,Steel,3,47.9,9.8,5,19
022200000813106,Urban,1963,2,47500,Possible,Steel,3,47.9,9.8,5,18
022200000813109,Urban,1963,2,47500,Possible,Steel,3,46.6,9.8,5,19
022200000813110,Urban,1963,2,47500,Possible,Steel,3,46.6,9.8,5,19
022200000813117,Urban,1963,4,4460,Possible,Steel,2,70.4,14.7,10,17
022200000813119,Urban,1963,4,71680,Possible,Concrete,2,50.3,18.3,5,20
022200000813120,Urban,1963,4,71680,Possible,Concrete,2,51.2,18.3,5,19
022200000813121,Urban,1963,2,42650,Possible,Concrete,3,51.2,9.8,6,20
022200000813122,Urban,1963,2,42650,Possible,Concrete,3,51.2,9.8,6,18
022200000813125,Urban,1963,2,50200,Possible,Steel,4,200.6,7.9,5,15
022200000813127,Urban,1963,2,50200,Possible,Concrete,10,127.1,7.9,5,15
022200000813128,Urban,1963,2,50200,Possible,Concrete,10,127.1,7.9,5,16
022200000813131,Urban,1963,1,10040,Possible,Concrete,5,75.6,7.2,5,19
022200000813132,Urban,1963,2,50200,Possible,Concrete,5,75.6,10.2,5,19
022200000813133,Urban,1963,2,50200,Possible,Concrete,5,91.4,14.6,5,19
022200000813135,Urban,1963,2,50200,Possible,Concrete,2,68.3,9.8,5,18
022200000813136,Urban,1963,2,12500,Possible,Steel,4,106.1,7.9,11,16
022200000813152,Urban,1965,5,81170,Possible,Concrete,3,36.6,30.5,4,21
022200000813153,Urban,1965,4,81170,Possible,Concrete,3,36.6,21.4,4,21
022200000813165,Urban,1965,2,5099,Possible,Steel,3,56.4,11.9,4,18
022200000813174,Urban,1967,2,3800,Possible,Concrete,3,36.6,10.1,4,20
022200000813175,Urban,1967,2,3030,Possible,Concrete,3,36.6,9.8,3,21
022200000813181,Urban,1969,2,14155,Possible,Concrete,2,62.8,11.4,0,19
022200000813263,Urban,1963,5,81210,Possible,Steel,4,54.9,24.3,1,17
022200000813264,Urban,1963,5,81210,Possible,Steel,4,54.9,24.3,1,18
022200000813313,Urban,1963,3,12500,Possible,Steel,4,106.4,11.6,11,17
022200000813336,Urban,1986,2,16240,Not historic,Concrete,12,302.7,10.1,1,21
022200000813337,Urban,1985,7,14475,Not historic,Concrete,2,94.2,25.6,0,22
022200000813341,Urban,1988,9,162480,Not historic,Concrete,3,68,45.4,1,20
022200000813342,Urban,1988,9,162430,Not historic,Concrete,3,66.4,45.4,1,21
022200000813343,Urban,1988,10,162430,Not historic,Concrete,3,49.4,49,1,20
022200000813344,Urban,1988,4,5200,Not historic,Concrete,2,47.9,15.9,0,21
022200000813346,Urban,1991,1,10040,Not historic,Steel,1,102.4,7.7,5,20
022200000813347,Urban,1988,7,15220,Not historic,Steel,2,77.1,25.6,0,21
022200000813354,Urban,1990,6,81240,Not historic,Concrete,7,156.7,28,1,23
022200000813355,Urban,1990,5,81240,Not historic,Concrete,7,156.7,25,1,22
022200000813374,Urban,1991,1,10250,Not historic,Concrete,15,432.8,7.7,5,21
022200000813380,Urban,1991,3,51280,Not historic,Concrete,1,51.2,17.7,5,21
022200000813381,Urban,1991,1,3000,Not historic,Concrete,1,110.9,7.1,0,22
022200000813402,Urban,1998,6,81170,Not historic,Steel,1,89.3,28.5,4,21
022200000813403,Urban,1998,5,81170,Not historic,Steel,1,89.3,33.6,4,21
022200000813413,Urban,2001,3,5410,Not historic,Concrete,3,113.7,20.8,0,22
022200000813416,Urban,2001,5,123450,Not historic,Steel,1,261.2,30.3,5,21
022200000813418,Urban,2002,2,29690,Not historic,Steel,2,304.2,11,0,21
022200000813419,Urban,2002,1,12630,Not historic,Concrete,1,129.8,7.8,5,22
022200000813420,Urban,2002,1,29690,Not historic,Steel,4,440.7,7.7,0,21
022200000813422,Urban,1990,2,82550,Not historic,Steel,6,759,12.2,1,21
022200000813424,Urban,1990,2,16240,Not historic,Steel,6,1123.2,9.1,1,20
022200000813426,Urban,1990,1,16700,Not historic,Concrete,11,298.4,7.9,9,20
022200000813428,Urban,1990,1,16240,Not historic,Concrete,15,370.3,7.9,1,21
022200000813429,Urban,1990,5,82550,Not historic,Concrete,12,388.9,24.4,1,21
022200000813436,Urban,1989,5,11970,Not historic,Concrete,2,59.4,19.5,2,20
022200000813438,Urban,1991,5,51280,Not historic,Concrete,1,51.2,25.4,5,21
022200000813441,Urban,2002,1,16230,Not historic,Concrete,14,502.3,7.7,4,21
022200000813443,Urban,2003,8,5275,Not historic,Concrete,2,57.3,30.5,0,23
022200000814182,Urban,1967,3,52640,Possible,Concrete,3,50.3,17.1,5,20
022200000814183,Urban,1967,4,52640,Possible,Concrete,3,50.3,19.5,5,21
022200000814187,Urban,1969,3,52640,Possible,Concrete,2,53.3,17,5,20
022200000814188,Urban,1969,4,52640,Possible,Concrete,2,53,19.8,5,19
022200000814199,Urban,1973,2,7790,Possible,Concrete,2,73.2,11.6,6,20
022200000814200,Urban,1973,2,7790,Possible,Concrete,2,73.2,11.6,6,22
022200000814201,Urban,1973,3,38970,Possible,Concrete,2,73.2,18.3,6,21
022200000814202,Urban,1973,3,38970,Possible,Concrete,2,73.2,18.3,6,23
022200000814203,Urban,1973,2,9180,Possible,Steel,3,240.8,11.6,6,20
022200000814205,Urban,1973,3,45930,Possible,Steel,3,240.8,18.3,6,20
022200000814206,Urban,1973,3,45930,Possible,Steel,3,240.8,18.3,6,20
022200000814208,Urban,1973,4,45930,Possible,Concrete,4,76.2,20.7,6,21
022200000814209,Urban,1973,3,45930,Possible,Concrete,4,86,18.3,6,20
022200000814231,Urban,1976,2,7700,Possible,Concrete,2,68.6,10.4,8,21
022200000814232,Urban,1976,3,39330,Possible,Concrete,2,68.6,18.3,6,22
022200000814233,Urban,1976,3,39330,Possible,Concrete,2,68.6,18.3,6,22
022200000814234,Urban,1976,2,7700,Possible,Concrete,2,68.6,10.4,8,22
022200000814235,Urban,1976,3,46040,Possible,Concrete,2,79.2,18.3,6,22
022200000814236,Urban,1976,3,46040,Possible,Concrete,2,79.2,18.3,6,22
022200000814238,Urban,1976,4,15940,Possible,Concrete,2,102.1,14.6,0,20
022200000814239,Urban,1976,4,38970,Possible,Concrete,2,73.2,21.3,6,21
022200000814240,Urban,1976,4,38970,Possible,Concrete,2,73.2,21.3,6,21
022200000814241,Urban,1976,4,38970,Possible,Concrete,2,61,21.3,6,22
022200000814242,Urban,1976,4,38970,Possible,Concrete,2,61,21.3,6,22
022200000814258,Urban,1977,4,39240,Not historic,Concrete,35,997.6,21.9,6,19
022200000814259,Urban,1977,4,39240,Not historic,Concrete,36,997.6,21.9,6,19
022200000814260,Urban,1977,4,39330,Not historic,Concrete,3,68.6,21.9,6,22
022200000814261,Urban,1977,4,39330,Not historic,Concrete,3,68.6,21.9,6,23
022200000814262,Urban,1977,4,10320,Not historic,Concrete,2,96,14.6,0,20
022200000814285,Urban,1976,4,27520,Possible,Concrete,2,170.7,26.8,11,20
022200000814400,Urban,1997,4,29690,Not historic,Concrete,3,106.4,20.5,7,21
022200000814443,Urban,2005,5,28675,Not historic,Steel,2,68.3,21.5,0,21
022200000814484,Urban,2013,1,9900,Not historic,Concrete,5,152.4,7.9,7,22
022200000814485,Urban,2013,1,18400,Not historic,Concrete,7,228.6,7.9,7,22
022200000814486,Urban,2013,1,7300,Not historic,Concrete,6,199.6,7.9,7,22
022200000814488,Urban,2014,1,1600,Not historic,Concrete,7,225.6,7.9,7,22
022200000814489,Urban,2013,3,72600,Not historic,Concrete,1,62.8,17.1,6,22
022200000814490,Urban,2014,4,23900,Not historic,Concrete,1,58.2,23.8,7,22
022200000814491,Urban,2014,4,69300,Not historic,Concrete,1,63.1,20.7,7,22
022200000814492,Urban,2014,1,7300,Not historic,Concrete,4,192.6,7.9,7,22
022200000814493,Urban,2014,5,21800,Not historic,Concrete,3,36.6,26.9,6,23
022200000814494,Urban,2013,3,56300,Not historic,Concrete,3,36.6,17.1,6,22
022200000814496,Urban,2013,4,29300,Not historic,Concrete,1,64.3,23.8,7,24
022200000814497,Urban,2012,4,60170,Not historic,Concrete,1,71.3,20.7,6,24
022200000814498,Urban,2013,1,2310,Not historic,Concrete,7,227.4,7.9,6,23
022200000814500,Urban,2013,6,17000,Not historic,Concrete,2,94.2,28.7,0,23
022200000814501,Urban,2013,5,34400,Not historic,Concrete,2,67.1,14.6,7,22
022200000814502,Urban,2013,4,19000,Not historic,Concrete,2,67.1,16.2,7,23
022200000814503,Urban,2013,2,53600,Not historic,Concrete,3,100.6,11.6,6,22
022200000814504,Urban,2014,4,48000,Not historic,Concrete,3,100.6,23.2,6,22
022200000814506,Urban,2013,1,20200,Not historic,Concrete,9,301.8,7.9,7,23
022200000814507,Urban,2013,3,57800,Not historic,Concrete,3,36.6,17.1,6,21
022200000814514,Urban,2014,1,8400,Not historic,Steel,2,931.5,7.8,3,21
022200000814515,Urban,2014,1,10600,Not historic,Concrete,23,752.6,7.9,7,21
022200000814516,Urban,2014,4,45400,Not historic,Steel,1,1368.6,23.8,7,21
022200000814521,Urban,2014,4,50,Not historic,Concrete,7,258.5,16.5,0,21
022200000814525,Urban,2014,2,22700,Not historic,Concrete,11,318.2,13.7,7,21
022200000815211,Urban,1975,4,4900,Possible,Concrete,2,97.5,14.6,0,21
022200000815223,Urban,1976,4,15590,Possible,Concrete,2,85.3,14.6,0,19
022200000815225,Urban,1976,1,8990,Possible,Concrete,2,59.4,7.6,6,21
022200000815226,Urban,1976,1,8990,Possible,Concrete,1,83.8,7.6,6,21
022200000815227,Urban,1976,4,44950,Possible,Concrete,1,77.7,21.3,6,20
022200000815228,Urban,1976,4,44950,Possible,Concrete,1,77.7,21.3,6,22
022200000815254,Urban,1977,4,30640,Not historic,Concrete,1,71.6,21.3,7,21
022200000815255,Urban,1977,4,30640,Not historic,Concrete,1,71.6,21.3,7,20
022200000815257,Urban,1977,4,2960,Not historic,Concrete,2,99.1,14.6,0,20
022200000815294,Urban,1982,3,26770,Not historic,Concrete,1,80.8,17.1,7,20
022200000815295,Urban,1982,3,26770,Not historic,Concrete,1,80.8,17.1,7,20
022200000815296,Urban,1982,3,26770,Not historic,Concrete,3,73.2,17.1,7,20
022200000815297,Urban,1982,3,26770,Not historic,Concrete,3,73.2,20.7,7,19
022200000815299,Urban,1982,3,24000,Not historic,Concrete,3,115.2,17.1,11,21
022200000815300,Urban,1982,4,26770,Not historic,Concrete,3,115.2,20.7,7,21
022200000815301,Urban,1982,2,4800,Not historic,Concrete,3,57.9,11,11,20
022200000815302,Urban,1982,2,340,Not historic,Concrete,3,54.9,11,3,20
022200000815303,Rural,1982,4,890,Not historic,Concrete,3,139.3,19.5,0,19
022200000816002,Urban,2006,1,7660,Not historic,Concrete,2,96,6.7,1,22
022200000816243,Urban,1981,3,38330,Not historic,Steel,3,190.2,17.1,1,20
022200000816244,Urban,1981,3,38330,Not historic,Concrete,2,190.2,17.1,1,21
022200000816246,Urban,1981,3,14600,Not historic,Concrete,2,88.4,11,7,22
022200000816247,Urban,1981,3,14600,Not historic,Concrete,2,88.4,11,7,20
022200000816250,Urban,1981,3,30880,Not historic,Concrete,2,87.8,17.1,1,19
022200000816251,Urban,1981,3,30880,Not historic,Concrete,2,87.8,17.1,1,20
022200000816286,Urban,1982,4,10370,Not historic,Concrete,2,96,14.6,0,21
022200000816288,Urban,1982,1,440,Not historic,Concrete,3,67.4,6.7,1,20
022200000816289,Urban,1982,6,38620,Not historic,Concrete,4,118.9,32.9,6,20
022200000816305,Urban,1982,2,10,Not historic,Concrete,4,148.4,10.4,3,19
022200000816306,Urban,1982,4,18170,Not historic,Concrete,4,147.8,20.7,1,21
022200000816307,Urban,1982,5,18170,Not historic,Concrete,4,147.8,24.4,1,21
022200000816312,Rural,1986,2,2200,Not historic,Concrete,2,89.6,12.2,0,20
022200000816319,Urban,1986,2,14070,Not historic,Concrete,1,75.3,11.6,1,20
022200000816320,Urban,1986,2,14070,Not historic,Concrete,1,75.3,11.6,1,22
022200000816321,Urban,1986,2,18170,Not historic,Steel,2,160.6,11.6,1,19
022200000816322,Urban,1986,2,18170,Not historic,Steel,2,160.6,11.6,1,19
022200000816324,Urban,1986,1,3630,Not historic,Steel,1,121.9,7.7,1,20
022200000816325,Rural,1985,2,50,Not historic,Concrete,2,89.6,12.2,0,21
022200000816327,Urban,1986,1,3230,Not historic,Steel,5,583.4,8.3,7,20
022200000816329,Urban,1986,1,3630,Not historic,Concrete,2,74.4,7.7,1,20
022200000816466,Urban,2013,2,1320,Not historic,Concrete,3,134.1,8.5,1,23
022200000816467,Urban,2013,2,4820,Not historic,Concrete,3,131.1,8.5,1,21
022200000816468,Urban,2013,1,50,Not historic,Concrete,1,24.7,7.9,0,24
022200000816469,Urban,2013,1,13750,Not historic,Concrete,10,325.8,7.9,5,22
022200000816470,Urban,2011,1,50,Not historic,Concrete,2,88.4,9.1,0,22
022200000816471,Urban,2011,1,50,Not historic,Concrete,1,22.9,7.9,0,23
022200000816473,Urban,2014,1,3890,Not historic,Concrete,14,497.4,7.9,1,22
022200000816474,Urban,2013,1,3890,Not historic,Concrete,2,88.4,10.9,1,23
022200000816475,Urban,2014,2,6247,Not historic,Concrete,9,287.4,11,1,22
022200000816476,Urban,2014,1,8310,Not historic,Concrete,23,802.5,7.9,1,22
022200000816478,Urban,2014,1,6092,Not historic,Concrete,19,571.8,7.9,5,21
022200000816479,Urban,2014,1,8276,Not historic,Steel,3,818.4,7.8,5,23
022200000816480,Urban,2018,1,1580,Not historic,Concrete,7,267.6,7.9,6,22
022200000816481,Urban,2014,1,3905,Not historic,Steel,3,833.6,7.9,5,22
022200000816482,Urban,2013,1,84000,Not historic,Concrete,3,105.2,7.8,6,22
022200001310070,Urban,1990,2,12630,Not historic,Concrete,4,213.1,13.2,5,21
022200001401325,Urban,1914,4,13680,Register,Concrete,3,402,16.5,10,18
022200001401477,Urban,1997,4,16270,Not historic,Concrete,3,42.7,16.8,10,22
022200001401492,Urban,2002,4,4430,Not historic,Concrete,6,201.2,15.9,0,22
022200001402340,Urban,1976,7,125490,Possible,Concrete,4,76.2,39,11,20
022200001402341,Urban,1976,6,125490,Possible,Concrete,4,73.2,35.6,11,19
022200001402343,Urban,1976,6,116380,Possible,Concrete,4,73.2,31.6,10,21
022200001402345,Urban,1976,3,5440,Possible,Concrete,2,78.3,13.6,0,22
022200001402346,Urban,1976,2,2480,Possible,Concrete,2,54.9,11,10,22
022200001402347,Urban,1976,6,116380,Possible,Concrete,2,43.9,29.3,10,22
022200001402348,Urban,1976,2,4950,Possible,Concrete,2,43.9,11,11,22
022200001402352,Urban,1976,2,14000,Possible,Concrete,2,80.5,13.6,0,22
022200001402354,Urban,1976,2,3470,Possible,Concrete,3,79.9,13.6,0,21
022200001402355,Urban,1976,5,10430,Possible,Concrete,2,80.5,21.3,0,22
022200001402356,Urban,1976,2,27510,Possible,Concrete,1,68.6,14.1,24,22
022200001402439,Urban,1976,2,27510,Possible,Concrete,1,68.6,17.1,24,22
022200001402500,Urban,2009,2,18800,Not historic,Concrete,4,113.4,11,0,21
022200001402607,Urban,2017,3,8500,Not historic,Concrete,2,78.3,13.1,0,24
022200001415326,Urban,1970,2,6310,Possible,Steel,4,109.7,12.1,5,19
022200001415327,Rural,1970,2,7080,Possible,Concrete,2,94.5,10,0,19
022200001415330,Urban,1970,2,17920,Possible,Steel,1,71.6,12.2,17,18
022200001415331,Urban,1970,3,17920,Possible,Concrete,4,91.4,14.6,17,20
022200001415334,Urban,1970,2,17920,Possible,Concrete,4,96,12.2,17,20
022200001415336,Urban,1970,2,7170,Possible,Steel,2,100.6,10.1,0,18
022200001415338,Urban,1970,2,17920,Possible,Concrete,4,96,12.2,17,20
022200001415383,Urban,1976,2,12640,Possible,Concrete,5,108.2,12.6,35,21
022200001415385,Urban,1976,2,17920,Possible,Concrete,4,91.4,12.6,17,21
022200001415386,Urban,1976,2,17920,Possible,Concrete,2,63.1,12.6,17,21
022200001416008,Urban,2007,1,13427,Not historic,Concrete,4,86.9,7.3,20,23
022200001416150,Urban,1960,3,69770,Possible,Steel,1,57.3,12.2,11,21
022200001416181,Urban,1962,3,69770,Possible,Concrete,1,167.6,13.3,11,16
022200001416189,Urban,1961,4,69770,Possible,Concrete,3,39.9,18.4,11,16
022200001416190,Urban,1961,3,69770,Possible,Concrete,1,44.8,15.9,11,15
022200001416191,Urban,1961,3,69770,Possible,Concrete,3,75.9,14.7,11,15
022200001416192,Urban,1961,3,28470,Possible,Steel,1,60,11.6,3,17
022200001416339,Urban,1976,8,137060,Possible,Concrete,4,73.2,42.7,9,20
022200001416390,Urban,1981,4,2630,Not historic,Concrete,2,55.2,17.1,0,20
022200001416391,Urban,1981,4,5840,Not historic,Concrete,2,48.2,17.1,0,20
022200001416392,Urban,1981,4,3820,Not historic,Concrete,2,44.2,14.6,0,20
022200001416393,Urban,1981,6,7695,Not historic,Concrete,2,51.5,21.9,0,19
022200001416397,Urban,1982,4,13020,Not historic,Concrete,2,48.5,17.7,0,20
022200001416398,Urban,1982,8,30215,Not historic,Concrete,2,44.2,28.7,0,19
022200001416399,Urban,1982,9,25485,Not historic,Concrete,1,53,28.7,0,18
022200001416408,Urban,1988,10,162470,Not historic,Concrete,1,48.2,50.2,8,20
022200001416412,Urban,1988,9,172030,Not historic,Concrete,1,85.6,44.8,11,22
022200001416413,Urban,1986,2,2580,Not historic,Concrete,5,121,7.3,8,22
022200001416417,Urban,1988,1,19500,Not historic,Steel,2,118,11.6,3,21
022200001416419,Urban,1988,1,19500,Not historic,Concrete,4,134.1,7.9,3,20
022200001416425,Urban,1990,1,13700,Not historic,Concrete,17,525.2,7.9,9,22
022200001416427,Urban,1990,2,16240,Not historic,Concrete,7,211.2,11,8,20
022200001416431,Urban,1990,2,16700,Not historic,Concrete,3,98.8,16.5,9,21
022200001416434,Urban,1990,3,68530,Not historic,Concrete,3,70.1,20.7,9,22
022200001416435,Urban,1990,2,10110,Not historic,Concrete,3,75,7.3,9,23
022200001416443,Urban,1995,4,3080,Not historic,Concrete,3,99.7,14.6,1,21
022200001416452,Urban,2001,1,3470,Not historic,Steel,3,614.8,7.7,0,22
022200001416453,Urban,1999,2,730,Not historic,Concrete,2,84.4,14.6,0,22
022200001416456,Urban,2001,7,71330,Not historic,Concrete,1,81.4,45.1,14,22
022200001416457,Urban,2001,6,71330,Not historic,Concrete,1,81.4,41.7,14,21
022200001416464,Urban,2001,1,19860,Not historic,Concrete,4,82.9,7.3,0,23
022200001416465,Urban,2001,1,19800,Not historic,Concrete,4,82,7.3,7,22
022200001416466,Urban,2001,6,19160,Not historic,Concrete,2,104.9,24.4,0,21
022200001416478,Urban,2000,1,7030,Not historic,Steel,1,83.5,7.7,0,21
022200001416479,Urban,2000,4,51340,Not historic,Concrete,7,216.7,20.6,12,21
022200001416480,Urban,2000,4,51340,Not historic,Concrete,7,216.7,20.6,12,21
022200001416532,Urban,2013,1,9900,Not historic,Concrete,23,979.3,7.9,10,23
022200001416533,Urban,2012,1,1500,Not historic,Concrete,28,862.9,7.9,10,22
022200001416534,Urban,2012,2,30300,Not historic,Concrete,1,53.3,15.2,11,23
022200001416535,Urban,2013,2,10500,Not historic,Concrete,1,53.3,11.6,11,23
022200001416538,Urban,2014,1,7800,Not historic,Concrete,2,122.5,7.3,1,21
022200001416539,Urban,2014,1,1700,Not historic,Concrete,2,122.5,7.3,1,21
022200001416540,Urban,2014,3,24450,Not historic,Concrete,2,64,12.8,2,27
022200001416541,Urban,2014,3,28900,Not historic,Concrete,1,64.6,12.8,2,25
022200001416543,Urban,2015,1,7700,Not historic,Concrete,3,75.3,7.9,2,25
022200001416545,Urban,2014,1,7450,Not historic,Steel,1,278.9,7.9,21,27
022200001416546,Urban,2014,1,6250,Not historic,Steel,3,423.7,7.9,0,25
022200001416547,Urban,2014,1,9150,Not historic,Steel,2,321.6,7.9,0,21
022200001416548,Urban,2014,1,8150,Not historic,Steel,3,374.6,7.9,2,27
022200001416550,Urban,2015,1,10350,Not historic,Concrete,1,66.8,7.9,12,27
022200001416556,Urban,2016,3,44600,Not historic,Concrete,1,53.3,15.2,0,27
022200001416557,Urban,2013,2,10800,Not historic,Concrete,1,54.9,8.7,3,23
022200001416558,Urban,2013,1,10800,Not historic,Concrete,1,53.3,7.9,3,24
022200001416559,Urban,2016,2,10675,Not historic,Concrete,1,36.6,8.5,7,26
022200001416561,Urban,2016,1,3900,Not historic,Concrete,5,184.4,7.9,11,25
022200001416562,Urban,2016,6,91350,Not historic,Concrete,2,103,32.3,11,27
